,Unnamed: 0,author_id,created_at,edit_history_tweet_ids,id,public_metrics,text,likecount
1130,1036,18956020,2022-10-19 16:39:26+00:00,['1582773426435289088'],1582773426435289088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@CarlosMillhouse AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1131,1037,18956020,2022-10-19 16:38:15+00:00,['1582773129927348225'],1582773129927348225,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@reberrare AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1132,1038,18956020,2022-10-19 16:36:39+00:00,['1582772729211936769'],1582772729211936769,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Tri_Xx Thanks so much for sharing this with us. So that we can properly route this to our team internally, can you please fill out the contact form on our website? We want to be sure that we have the opportunity to make this right. Thanks so much!  https://t.co/SGD6bzJLyZ",0
1133,1039,18956020,2022-10-19 16:36:31+00:00,['1582772696126849027'],1582772696126849027,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@drsaephd AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1134,1040,18956020,2022-10-19 16:35:36+00:00,['1582772461791084555'],1582772461791084555,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@Darrell69 Oh no! This is definitely not okay. So that we can properly route this to our team internally, can you please fill out the contact form on our website? Thanks so much!  https://t.co/SGD6bzrCkR",0
1135,1041,18956020,2022-10-19 16:34:46+00:00,['1582772255259361288'],1582772255259361288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Christygray2422 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1136,1042,18956020,2022-10-19 16:32:28+00:00,['1582771676458409984'],1582771676458409984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@13_Reeses AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1137,1043,18956020,2022-10-19 16:28:38+00:00,['1582770711487127552'],1582770711487127552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@iamedarius AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1138,1044,18956020,2022-10-19 16:26:37+00:00,['1582770201111560196'],1582770201111560196,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Justinsonnicks1 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1139,1045,18956020,2022-10-19 16:26:06+00:00,['1582770072489459712'],1582770072489459712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@PapabearScotty0 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1140,1046,18956020,2022-10-19 16:25:55+00:00,['1582770028696305671'],1582770028696305671,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@GreyKni06821605 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1141,1047,18956020,2022-10-19 16:25:47+00:00,['1582769993225117696'],1582769993225117696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@erik_sixx AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1142,1048,18956020,2022-10-19 16:25:20+00:00,['1582769880289652741'],1582769880289652741,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Rayford512 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1143,1049,18956020,2022-10-19 16:24:09+00:00,['1582769581721911297'],1582769581721911297,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@PeniWizard AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1144,1050,18956020,2022-10-19 16:23:06+00:00,['1582769317590241281'],1582769317590241281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@mjfsring AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1145,1051,18956020,2022-10-19 16:22:57+00:00,['1582769278712807424'],1582769278712807424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@MrFroggyKitten AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1146,1052,18956020,2022-10-19 16:21:48+00:00,['1582768992027934721'],1582768992027934721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@itstylurrbxtch Oh no! This is definitely not okay. So that we can properly route this to our team internally, can you please fill out the contact form on our website? Thanks so much!  https://t.co/SGD6bzrCkR",0
1147,1053,18956020,2022-10-19 16:20:52+00:00,['1582768758028107777'],1582768758028107777,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@EFamily1983 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1148,1054,18956020,2022-10-19 16:20:48+00:00,['1582768737173635072'],1582768737173635072,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@RobinDr31748557 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1149,1055,18956020,2022-10-19 16:20:16+00:00,['1582768606135189511'],1582768606135189511,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@georgepow35 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
